"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"B035-DF0700","Broken","A","1","false","false","Under Tree, Out in Open","true","B035","John Paul Jones Park","B035",,"B-10","B","100,039,146","DRINKFTN","I","B035","A-John Paul Jones Park","310","43","68","11,209","975,115.078953474","161,841.9040564"
"B038-DF0309","Activated","D","1","false","false",,"true","B038","Fulton Park","B038",,"B-03","B","100,037,722","DRINKFTN","I","B038","D-Fulton Park","303","36","81","11,233","1,002,591.1296443","186,900.235501304"
"B038-DF0868","Activated","C","1","false","false","Under Tree, In Shade","true","B038","Fulton Park","B038",,"B-03","B","100,040,170","DRINKFTN","I","B038","C-Fulton Park","303","36","81","11,233","1,003,197.56642355","187,003.437394648"
"B042-DF0673","Activated","CS Metal","1","false","false","Just Outside Playground, Out in Open","true","B042","Gravesend Park","B042",,"B-12","B","100,039,039","DRINKFTN","I","B042","CS Metal-Gravesend Park","312","44","66","11,204","988,423.221628472","166,595.505113482"
"B042-DF0674","Activated","C","1","false","false","Out in Open, In Playground","true","B042","Gravesend Park","B042",,"B-12","B","100,039,062","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,577.057934969","166,550.228629231"
"B042-DF0675","Activated","C","1","false","false","Near Ballfield","true","B042","Gravesend Park","B042",,"B-12","B","100,039,016","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,484.620127722","166,441.143217474"
"B042-DF0676","Activated","C","1","false","false","Near Ballfield","true","B042","Gravesend Park","B042",,"B-12","B","100,039,037","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,598.257039547","166,457.177634224"
"B042-DF0677","Activated","C","1","false","false","Out in Open, Near Ballfield","true","B042","Gravesend Park","B042",,"B-12","B","100,039,034","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,590.964075133","166,220.358554065"
"B042-DF0678","Activated","C","1","false","false","Near Ballfield, In Shade","true","B042","Gravesend Park","B042",,"B-12","B","100,039,058","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,694.428107053","166,239.019605979"
"B042-DF0679","Broken","C","1","false","false","Just Outside Playground, Out in Open","true","B042","Gravesend Park","B042",,"B-12","B","100,039,083","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,711.086210221","166,402.02518548"
"B042-DF0680","NotYetActivated","C","1","false","false","In Playground, Out in Open","true","B042","Gravesend Park","B042",,"B-12","B","100,039,014","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,754.564141631","166,516.813013643"
"B042-DF0681","Activated","C","1","false","false","In Playground, Out in Open","true","B042","Gravesend Park","B042",,"B-12","B","100,039,035","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,689.569520965","166,575.22365798"
"B042-DF0682","Activated","C","1","false","true","Out in Open, Just Outside Playground","true","B042","Gravesend Park","B042",,"B-12","B","100,039,059","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,605.374807477","166,666.231349974"
"B042-DF0683","Activated","A","1","false","false","Under Tree, Just Outside Playground","true","B042","Gravesend Park","B042",,"B-12","B","100,039,084","DRINKFTN","I","B042","A-Gravesend Park","312","44","66","11,204","988,993.402902796","166,413.240714222"
"B042-DF0869","Activated","C","1","false","false","In Shade, In Playground","true","B042","Gravesend Park","B042",,"B-12","B","100,040,094","DRINKFTN","I","B042","C-Gravesend Park","312","44","66","11,204","988,303.343915477","166,435.221641391"
"B043-DF0205","Activated","A","1","false","false","In Playground, Under Tree","true","B043","Greenpoint Playground","B043",,"B-01","B","100,037,662","DRINKFTN","I","B043","A-Greenpoint Playground","301","33","94","11,222","995,582.470105215","207,282.450642317"
"B044-DF0318","Activated","B","1","true","false","Out in Open","true","B044","Dr. Ronald McNair Park","B044",,"B-09","B","100,037,693","DRINKFTN","I","B044","B-Dr. Ronald McNair Park","309","35","71","11,225","994,792.090124309","183,469.057324305"
"B044-DF0319","Activated","E","1","true","false","Out in Open","true","B044","Dr. Ronald McNair Park","B044",,"B-09","B","100,037,725","DRINKFTN","I","B044","E-Dr. Ronald McNair Park","309","35","71","11,225","994,801.63931781","183,747.429142892"
"B047-DF0371","Activated","A","1","true","false","In Playground","true","Q020","Highland Park","Q020-01","Lower Highland Playground","Q-05A","Q","100,037,887","DRINKFTN","I","Q020-01","A-Highland Park-Lower Highland Playground","305","37","75","11,208","1,015,991.93453554","188,524.977002471"
"B047-DF0372","Activated","A","1","true","false","Out in Open","true","Q020","Highland Park","Q020-ZN04","Highland Park Zone 4","Q-05A","Q","100,037,833","DRINKFTN","I","Q020-ZN04","A-Highland Park-Highland Park Zone 4","305","37","75","11,208","1,015,667.01458172","188,626.752717554"
"B047-DF0373","Activated","D","1","false","false","Near Ballfield","true","Q020","Highland Park","Q020-ZN05","Highland Park Zone 5","Q-05A","Q","100,037,860","DRINKFTN","I","Q020-ZN05","D-Highland Park-Highland Park Zone 5","305","37","75","11,208","1,016,562.87237004","188,929.225537806"
"B047-DF0374","Activated","D","1","false","false","Near Ballfield","true","Q020","Highland Park","Q020-ZN05","Highland Park Zone 5","Q-05A","Q","100,037,801","DRINKFTN","I","Q020-ZN05","D-Highland Park-Highland Park Zone 5","305","37","75","11,208","1,016,124.77908614","188,725.806653305"
"B047-DF0375","Activated","A","1","true","false","In Playground","true","Q020","Highland Park","Q020-02","Upper Highland Playground","Q-05A","Q","100,037,826","DRINKFTN","I","Q020-02","A-Highland Park-Upper Highland Playground","305","37","75","11,207","1,013,935.69258505","188,112.955188721"
"B047-DF0891","Activated","A","1","true","false","In Playground","true","Q020","Highland Park","Q020-01","Lower Highland Playground","Q-05A","Q","100,040,269","DRINKFTN","I","Q020-01","A-Highland Park-Lower Highland Playground","305","37","75","11,208","1,015,876.34454363","188,464.500417396"
"B049-DF0041","Activated","E","1","true","false","Out in Open","true","B049","Irving Square Park","B049",,"B-04","B","100,037,443","DRINKFTN","I","B049","E-Irving Square Park","304","37","83","11,207","1,009,291.0906538","191,431.826503723"
"B049-DF0042","Activated","E","1","true","false","In Playground, Under Tree, In Shade","true","B049","Irving Square Park","B049",,"B-04","B","100,037,482","DRINKFTN","I","B049","E-Irving Square Park","304","37","83","11,207","1,009,538.14298121","191,701.944729894"
"B050-DF0264","Activated","CS Concrete","1","false","false","In Playground","true","B050","Van Voorhees Playground","B050",,"B-06","B","100,037,712","DRINKFTN","I","B050","CS Concrete-Van Voorhees Playground","306","39","76","11,201","984,381.900970965","190,531.344708889"
"B050-DF0265","Activated","C","1","false","false","In Playground","true","B050","Van Voorhees Playground","B050",,"B-06","B","100,037,739","DRINKFTN","I","B050","C-Van Voorhees Playground","306","39","76","11,201","984,426.519976213","190,545.459838137"
"B050-DF0266","Activated","C","1","false","false","Just Outside Playground","true","B050","Van Voorhees Playground","B050",,"B-06","B","100,037,787","DRINKFTN","I","B050","C-Van Voorhees Playground","306","39","76","11,201","984,327.222602635","190,628.70573464"
"B050-DF0267","Activated","C","1","false","false","Near Ballfield","true","B050","Van Voorhees Playground","B050",,"B-06","B","100,037,709","DRINKFTN","I","B050","C-Van Voorhees Playground","306","39","76","11,201","984,363.110326141","190,844.979908391"
"B050-DF0268","Activated","C","1","false","true","Near Ballfield","true","B050","Van Voorhees Playground","B050",,"B-06","B","100,037,757","DRINKFTN","I","B050","C-Van Voorhees Playground","306","39","76","11,201","984,332.879415467","190,954.473455816"
"B051-DF0669","Activated","D","1","true","false","In Playground","true","B051","Kelly Park Playground","B051",,"B-15","B","100,039,088","DRINKFTN","I","B051","D-Kelly Park Playground","315","48","61","11,229","995,946.617670893","159,240.070349305"
"B051-DF0670","Activated","D","1","true","false","In Playground","true","B051","Kelly Park Playground","B051",,"B-15","B","100,039,017","DRINKFTN","I","B051","D-Kelly Park Playground","315","48","61","11,229","996,048.715891882","159,263.031917557"
"B051-DF0671","Activated","A","1","true","false","Out in Open","true","B051","Kelly Park Playground","B051",,"B-15","B","100,039,018","DRINKFTN","I","B051","A-Kelly Park Playground","315","48","61","11,229","995,940.35521622","159,501.257490977"
"B051-DF0672","Activated","A","1","true","false","Out in Open","true","B051","Kelly Park Playground","B051",,"B-15","B","100,039,038","DRINKFTN","I","B051","A-Kelly Park Playground","315","48","61","11,229","996,051.106963217","159,517.873599469"
"B051-DF0870","Activated","A","1",,"false","Near Ballfield","true","B051","Kelly Park Playground","B051",,"B-15","B","100,040,121","DRINKFTN","I","B051","A-Kelly Park Playground","315","48","61","11,229","995,932.874260053","159,309.03379406"
"B051-DF0871","Activated","A","1",,"false","Near Ballfield","true","B051","Kelly Park Playground","B051",,"B-15","B","100,040,148","DRINKFTN","I","B051","A-Kelly Park Playground","315","48","61","11,229","996,163.91677697","159,447.563372641"
"B052-DF0761","Activated","E","1","false","true","Under Tree","true","B052","Leif Ericson Park","B052-03","Leif Ericson Park Playground","B-10","B","100,039,219","DRINKFTN","I","B052-03","E-Leif Ericson Park-Leif Ericson Park Playground","310","43","68","11,219","981,288.213260725","168,816.021341726"
"B052-DF0762","Activated","C","1","false","false","In Playground","true","B052","Leif Ericson Park","B052-03","Leif Ericson Park Playground","B-10","B","100,039,289","DRINKFTN","I","B052-03","C-Leif Ericson Park-Leif Ericson Park Playground","310","43","68","11,220","981,052.081187054","169,014.807033389"
"B052-DF0763","Activated","E","1","false","false","In Playground","true","B052","Leif Ericson Park","B052-03","Leif Ericson Park Playground","B-10","B","100,039,231","DRINKFTN","I","B052-03","E-Leif Ericson Park-Leif Ericson Park Playground","310","43","68","11,220","980,735.871845722","169,228.227866396"
"B052-DF0764","Activated","C","1","false","true","Just Outside Playground","true","B052","Leif Ericson Park","B052-03","Leif Ericson Park Playground","B-10","B","100,039,336","DRINKFTN","I","B052-03","C-Leif Ericson Park-Leif Ericson Park Playground","310","43","68","11,220","980,847.083565548","169,139.798909395"
"B052-DF0783","Activated","D","1","false","false","In Playground","true","B052","Leif Ericson Park","B052-01","Millennium Playground","B-10","B","100,039,485","DRINKFTN","I","B052-01","D-Leif Ericson Park-Millennium Playground","310","43","68","11,220","978,870.793554887","170,834.157725393"
"B052-DF0784","Activated","C","1","false","false","Near Ballfield","true","B052","Leif Ericson Park","B052",,"B-10","B","100,039,409","DRINKFTN","I","B052","C-Leif Ericson Park","310","43","68","11,220","978,935.929579466","170,687.148504972"
"B052-DF0785","Activated","C","1","false","false","Near Ballfield","true","B052","Leif Ericson Park","B052",,"B-10","B","100,039,407","DRINKFTN","I","B052","C-Leif Ericson Park","310","43","68","11,220","979,176.373652383","170,579.596554726"
"B054-DF0485","Activated","A","1","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN02","Lincoln Terr Pk/Arthur S Somers Zone 2","B-08","B","100,038,133","DRINKFTN","I","B054-ZN02","A-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 2","308","41","77","11,213","1,004,285.56424754","182,354.910930559"
"B054-DF0486","Activated","CS Concrete","1","true","false","In Playground","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-01","Lincoln Terrace Park / Arthur S. Somers Playground","B-08","B","100,038,159","DRINKFTN","I","B054-01","CS Concrete-Lincoln Terrace / Arthur S. Somers Park-CS","308","41","77","11,213","1,004,344.14352671","182,077.673624143"
"B054-DF0487","Activated","CS Concrete","1","true","false","In Playground","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-01","Lincoln Terrace Park / Arthur S. Somers Playground","B-08","B","100,038,183","DRINKFTN","I","B054-01","CS Concrete-Lincoln Terrace / Arthur S. Somers Park-CS","308","41","77","11,213","1,004,342.0966148","182,038.984397053"
"B054-DF0488","Activated","F High Low","2","true","false","Under Tree, In Playground","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-01","Lincoln Terrace Park / Arthur S. Somers Playground","B-08","B","100,038,130","DRINKFTN","I","B054-01","F High Low-Lincoln Terrace / Arthur S. Somers Park-Playground","308","41","77","11,213","1,004,277.38578622","182,101.520689308"
"B054-DF0489","Activated","F High Low","2","true","false","Under Tree, In Playground","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-01","Lincoln Terrace Park / Arthur S. Somers Playground","B-08","B","100,038,156","DRINKFTN","I","B054-01","F High Low-Lincoln Terrace / Arthur S. Somers Park-Playground","308","41","77","11,213","1,004,192.27079896","182,028.67995572"
"B054-DF0490","Activated","C","1","true","false","Out in Open","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN01","Lincoln Terr Pk/Arthur S Somers Zone 1","B-08","B","100,038,097","DRINKFTN","I","B054-ZN01","C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1","308","41","77","11,213","1,004,493.87058946","182,032.039857149"
"B054-DF0491","Activated","C","1","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN01","Lincoln Terr Pk/Arthur S Somers Zone 1","B-08","B","100,038,121","DRINKFTN","I","B054-ZN01","C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1","308","41","77","11,213","1,004,689.9600923","182,154.612118557"
"B054-DF0492","Activated","Bottle Filler High Low","3","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN01","Lincoln Terr Pk/Arthur S Somers Zone 1","B-08","B","100,038,161","DRINKFTN","I","B054-ZN01","Bottle Filler High Low-Lincoln Terrace / Arthur S. Somers Park-Zone 1","308","41","77","11,213","1,004,426.10760164","181,889.403659477"
"B054-DF0493","Activated","C","1","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN01","Lincoln Terr Pk/Arthur S Somers Zone 1","B-08","B","100,038,184","DRINKFTN","I","B054-ZN01","C-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1","308","41","77","11,213","1,004,283.12724454","181,873.073311567"
"B054-DF0494","Activated","A","1","true","false","Out in Open","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN01","Lincoln Terr Pk/Arthur S Somers Zone 1","B-08","B","100,038,107","DRINKFTN","I","B054-ZN01","A-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 1","308","41","77","11,213","1,004,110.31098914","181,795.845447644"
"B054-DF0495","Activated","D","1","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN03","Lincoln Terr Pk/Arthur S Somers Zone 3","B-08","B","100,038,157","DRINKFTN","I","B054-ZN03","D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3","308","41","77","11,233","1,004,920.91238629","182,189.710473567"
"B054-DF0496","Activated","D","1","true","false","Under Tree","true","B054","Lincoln Terrace / Arthur S. Somers Park","B054-ZN03","Lincoln Terr Pk/Arthur S Somers Zone 3","B-08","B","100,038,179","DRINKFTN","I","B054-ZN03","D-Lincoln Terrace / Arthur S. Somers Park-Lincoln Terr Pk/Arthur S Somers Zone 3","308","41","77","11,233","1,004,903.01051922","182,166.468065977"
