"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"B251-DF0930","Broken","A","1",,"false","Near Ballfield","true","B251","Manhattan Beach Park","B251-ZN02","Manhattan Beach Zone 2","B-15","B","100,040,319","DRINKFTN","I","B251-ZN02","A-Manhattan Beach Park-Manhattan Beach Zone 2","315","48","61","11,235","999,305.630965977","149,513.12851715"
"B251-DF0931","Activated","C","1","false","false","In Playground","true","B251","Manhattan Beach Park","B251-08","Manhattan Beach Park Playground","B-15","B","100,040,351","DRINKFTN","I","B251-08","C-Manhattan Beach Park-Manhattan Beach Park Playground","315","48","61","11,235","1,000,786.15031464","149,692.416544392"
"B252-DF0367","Activated","A","1","false","true","Under Tree, In Shade, In Playground","true","B252","West Playground","B252",,"B-13","B","100,037,850","DRINKFTN","I","B252","A-West Playground","313","47","60","11,223","992,602.989843726","152,980.358131229"
"B252-DF0368","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B252","West Playground","B252",,"B-13","B","100,037,795","DRINKFTN","I","B252","C-West Playground","313","47","60","11,223","992,552.01520814","153,138.993312641"
"B252-DF0369","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B252","West Playground","B252",,"B-13","B","100,037,818","DRINKFTN","I","B252","E-West Playground","313","47","60","11,223","992,564.460721299","153,311.735093146"
"B252-DF0370","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B252","West Playground","B252",,"B-13","B","100,037,846","DRINKFTN","I","B252","E-West Playground","313","47","60","11,223","992,637.540955722","153,258.240777567"
"B253-DF0736","Activated","A","1","true","false","Just Outside Playground","true","B253","Albert J. Parham Playground","B253",,"B-02","B","100,039,130","DRINKFTN","I","B253","A-Albert J. Parham Playground","302","35","88","11,205","992,399.637560144","190,746.197625637"
"B253-DF0737","Activated","C","1","false","false","In Playground","true","B253","Albert J. Parham Playground","B253",,"B-02","B","100,039,176","DRINKFTN","I","B253","C-Albert J. Parham Playground","302","35","88","11,205","992,350.228210136","190,871.361089229"
"B254-DF0295","Broken","C","1","false","false","Under Tree, In Shade, In Playground","true","B254","Wingate Park","B254",,"B-09","B","100,037,705","DRINKFTN","I","B254","C-Wingate Park","309","40","71","11,203","999,529.176778718","179,521.699405387"
"B254-DF0298","Broken","D","1","true","false","Under Tree, In Shade","true","B254","Wingate Park","B254",,"B-09","B","100,037,789","DRINKFTN","I","B254","D-Wingate Park","309","40","71","11,203","999,606.90398547","179,355.775196567"
"B254-DF0299","Broken","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100,037,737","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11,203","999,890.605845883","179,304.416375398"
"B254-DF0301","Activated","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100,037,786","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11,203","999,923.269494473","179,016.473381727"
"B254-DF0303","Broken","A","1","true","false","Out in Open","true","B254","Wingate Park","B254",,"B-09","B","100,037,759","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11,203","999,691.376585558","179,368.148203313"
"B254-DF0954","Broken","A","1",,"false",,"true","B254","Wingate Park","B254",,"B-09","B","100,040,478","DRINKFTN","I","B254","A-Wingate Park","309","40","71","11,203","999,628.56339097","178,896.010368064"
"B254-DF1089","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B254","Wingate Park","B254",,"B-09","B","100,043,037","DRINKFTN","I","B254-BLG1097","Indoor Drinking Fountain-Wingate Park-Comfort Station","309","40","71","11,203","999,609.344269305","179,465.684425562"
"B255F-DF0535","Activated","D","1","false","false","Out in Open","true","B255F","Detective Joseph Mayrose Park","B255F",,"B-07","B","100,038,269","DRINKFTN","I","B255F","D-Detective Joseph Mayrose Park","307","38","72","11,215","987,623.406298965","180,354.048790559"
"B255G-DF0895","Activated","E High Low","2",,"false","In Shade","true","B255G","Butterfly Gardens","B255G",,"B-07","B","100,040,265","DRINKFTN","I","B255G","E High Low-Butterfly Gardens","307","38","72","11,215","988,003.601076632","179,805.79857473"
"B255H-DF0536","Activated","D","1","true","true","In Playground","true","B255H","Thomas J. Cuite Park","B255H",,"B-07","B","100,038,263","DRINKFTN","I","B255H","D-Thomas J. Cuite Park","307","39","72","11,218","990,143.074487969","177,641.377706721"
"B255J-DF0538","Activated","C","1","false","false","In Playground","true","B255J","Seeley Park","B255J",,"B-07","B","100,038,280","DRINKFTN","I","B255J","C-Seeley Park","307","39","72","11,218","990,343.86115989","177,342.800547972"
"B255M-DF0553","Activated","A","1","true","false","In Playground","true","B255M","Park","B255M",,"B-07","B","100,038,275","DRINKFTN","I","B255M","A-Park","307","39","72","11,218","991,468.579710975","176,430.507753148"
"B257-DF0521","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B257","Frost Playground","B257",,"B-01","B","100,038,208","DRINKFTN","I","B257","C-Frost Playground","301","34","94","11,211","1,001,097.72875972","201,159.688281565"
"B258-DF0123","Activated","E","1","false","false","In Playground","true","B258","Brevoort Playground","B258",,"B-03","B","100,037,556","DRINKFTN","I","B258","E-Brevoort Playground","303","41","81","11,233","1,005,626.01432254","187,239.557657316"
"B258-DF0126","Activated","E","1","true","false","In Playground","true","B258","Brevoort Playground","B258",,"B-03","B","100,037,552","DRINKFTN","I","B258","E-Brevoort Playground","303","41","81","11,233","1,005,727.4560488","187,080.049118056"
,"UnderConstruction","Bottle Filler High Low",,,,,"true",,,,,"Q-12","Q",,"DRINKFTN",,,,,,,,"1,037,323.5956123","190,820.15613915"
"B258-DF1005","Broken","CS Concrete","1",,"false",,"true","B258","Brevoort Playground","B258",,"B-03","B","100,043,051","DRINKFTN","I","B258","CS Concrete-Brevoort Playground","303","41","81","11,233","1,005,691.02272272","187,263.526113316"
"B259-DF0709","Activated","E","1","true","false","Just Outside Playground, Out in Open","true","B259","Underwood Park","B259",,"B-02","B","100,039,145","DRINKFTN","I","B259","E-Underwood Park","302","35","88","11,205","993,585.188010558","190,213.106500223"
"B259-DF0710","Activated","CS Concrete","1","true","false","Just Outside Playground","true","B259","Underwood Park","B259",,"B-02","B","100,039,169","DRINKFTN","I","B259","CS Concrete-Underwood Park","302","35","88","11,205","993,480.208889797","190,240.682560563"
"B260A-DF1090","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100,043,067","DRINKFTN","I","B260-BLG1189","Indoor Drinking Fountain-Howard Pool-Comfort Station","316","41","73","11,212","1,009,473.79862171","184,417.364482805"
"B260A-DF1091","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100,043,064","DRINKFTN","I","B260-BLG1189","Indoor Drinking Fountain-Howard Pool-Comfort Station","316","41","73","11,212","1,009,473.79862171","184,417.364482805"
"B260A-DF1132","UnderConstruction","Indoor Drinking Fountain","1",,"true","Attached to Building, On Pool Deck","true","B260A","Howard Pool","B260A",,"B-16","B","100,043,049","DRINKFTN","I","B260A","Indoor Drinking Fountain-Howard Pool","316","41","73","11,212","1,009,454.63461805","184,384.47937797"
"B260A-DF1133","UnderConstruction","Indoor Drinking Fountain","1",,"false","Attached to Building, On Pool Deck","true","B260A","Howard Pool","B260A",,"B-16","B","100,043,077","DRINKFTN","I","B260A","Indoor Drinking Fountain-Howard Pool","316","41","73","11,212","1,009,511.00195938","184,416.873998224"
"B260A-DF1134","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100,043,056","DRINKFTN","I","B260-BLG1189","Drinking Fountain Sink Combination-Howard Pool-Comfort Station","316","41","73","11,212","1,009,458.48566022","184,405.121068969"
"B260A-DF1135","Activated","Water Cooler","1",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100,043,038","DRINKFTN","I","B260-BLG1189","Water Cooler-Howard Pool-Comfort Station","316","41","73","11,212","1,009,465.33669638","184,432.227642059"
"B260A-DF1136","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B260A","Howard Pool","B260A",,"B-16","B","100,043,068","DRINKFTN","I","B260-BLG1189","Drinking Fountain Sink Combination-Howard Pool-Comfort Station","316","41","73","11,212","1,009,510.67617264","184,433.209267392"
"B260-DF0173","Activated","A","1","true","false","Under Tree, In Playground","true","B260","Howard Playground","B260",,"B-16","B","100,037,521","DRINKFTN","I","B260","A-Howard Playground","316","41","73","11,212","1,009,815.05154813","184,011.832485482"
"B260-DF0174","Activated","A","1","true","false","Under Tree, In Shade","true","B260","Howard Playground","B260",,"B-16","B","100,037,548","DRINKFTN","I","B260","A-Howard Playground","316","41","73","11,212","1,009,701.60590888","183,961.979238733"
"B261-DF0181","Activated","A","1","true","false","In Playground","true","B261","Sankofa Park","B261",,"B-05","B","100,037,573","DRINKFTN","I","B261","A-Schenck Playground","305","42","75","11,207","1,015,841.82131871","181,745.589970722"
"B262-DF0423","Activated","C","1","true","false","In Playground, Under Tree","true","B262","Potomac Playground","B262",,"B-03","B","100,037,951","DRINKFTN","I","B262","C-Potomac Playground","303","36","79","11,216","999,779.683167472","187,762.494603559"
"B262-DF0425","Activated","CS Concrete","1","true","false","In Playground","true","B262","Potomac Playground","B262",,"B-03","B","100,037,897","DRINKFTN","I","B262","CS Concrete-Potomac Playground","303","36","79","11,216","999,707.254506558","187,780.11464706"
"B262-DF0427","Activated","A","1","true","false","Under Tree, In Playground","true","B262","Potomac Playground","B262",,"B-03","B","100,037,902","DRINKFTN","I","B262","A-Potomac Playground","303","36","79","11,216","999,693.369691804","187,784.907616481"
"B263-DF1006","Activated","F High Low","2",,"true",,"true","B263","Sumner Playground","B263",,"B-03","B","100,042,339","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11,206","1,000,290.65852347","193,371.053268313"
"B263-DF981","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100,043,052","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11,206","1,000,063.55858397","193,403.743819728"
"B263-DF982","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100,043,081","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11,206","1,000,100.49125288","193,224.473508983"
"B263-DF983","Activated","F High Low","2",,"false",,"true","B263","Sumner Playground","B263",,"B-03","B","100,043,060","DRINKFTN","I","B263","F High Low-Sumner Playground","303","36","79","11,206","1,000,201.8804858","193,428.283468812"
"B264-DF0328","Activated","CS Concrete","1","true","false","Just Outside Playground, Out in Open","true","B264","Roebling Playground","B264",,"B-01","B","100,037,858","DRINKFTN","I","B264","CS Concrete-Roebling Playground","301","33","90","11,211","994,678.728146299","196,523.180822312"
"B264-DF0329","Activated","A","1","true","false","Under Tree, In Shade","true","B264","Roebling Playground","B264",,"B-01","B","100,037,881","DRINKFTN","I","B264","A-Roebling Playground","301","33","90","11,211","994,826.594320386","196,664.369844391"
"B265-DF0522","Activated","D","1",,"false","In Playground","true","B265","Rainbow Playground","B265",,"B-07","B","100,038,195","DRINKFTN","I","B265","D-Rainbow Playground","307","38","72","11,220","981,136.564941972","172,634.050451055"
"B266-DF0079","Activated","C","1",,"false","Near Ballfield","true","B266","Star Spangled Playground","B266",,"B-03","B","100,037,464","DRINKFTN","I","B266","C-Star Spangled Playground","303","33","79","11,205","995,829.023745968","191,416.056850224"
"B266-DF0080","Activated","CS Concrete","1",,"false","In Playground","true","B266","Star Spangled Playground","B266",,"B-03","B","100,037,475","DRINKFTN","I","B266","CS Concrete-Star Spangled Playground","303","33","79","11,205","995,936.73481664","191,254.418722063"
"B266-DF0081","Activated","E","1","true","false","Under Tree","true","B266","Star Spangled Playground","B266",,"B-03","B","100,037,451","DRINKFTN","I","B266","E-Star Spangled Playground","303","33","79","11,205","995,899.70930013","191,257.693977981"
"B267-DF0310","Activated","D","1","false","false","In Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100,037,749","DRINKFTN","I","B267","D-Winthrop Playground","309","40","71","11,225","996,866.414059639","178,471.358986392"
"B267-DF0311","Activated","CS Concrete","1","true","false","Just Outside Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100,037,772","DRINKFTN","I","B267","CS Concrete-Winthrop Playground","309","40","71","11,225","996,802.675998136","178,463.096535727"
"B267-DF0896","Activated","D","1",,"false","Out in Open, Just Outside Playground","true","B267","Winthrop Playground","B267",,"B-09","B","100,040,288","DRINKFTN","I","B267","D-Winthrop Playground","309","40","71","11,225","996,935.04154706","178,536.759118065"
"B268-DF0353","Activated","C","1","false","false","Under Tree, In Shade, In Playground","true","B268","Nautilus Playground","B268",,"B-13","B","100,037,816","DRINKFTN","I","B268","C-Nautilus Playground","313","47","60","11,224","985,347.531257554","147,533.324405893"
"B268-DF0354","Activated","C","1","false","false","Out in Open, Near Ballfield, In Playground","true","B268","Nautilus Playground","B268",,"B-13","B","100,037,843","DRINKFTN","I","B268","C-Nautilus Playground","313","47","60","11,224","985,216.087622806","147,567.310230314"
"B269-DF0995","Activated","CS Metal","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100,043,047","DRINKFTN","I","B269","CS Metal-Jesse Owens Playground","303","36","81","11,221","1,002,973.2745493","191,271.686732143"
"B269-DF0996","Activated","F","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100,043,069","DRINKFTN","I","B269","F-Jesse Owens Playground","303","36","81","11,221","1,002,973.4477773","191,027.692797556"
"B269-DF0997","Activated","Other","1",,"false",,"true","B269","Jesse Owens Playground","B269",,"B-03","B","100,043,050","DRINKFTN","I","B269","Other-Jesse Owens Playground","303","36","81","11,221","1,003,091.21164938","191,198.573361307"
"B270-DF0124","Activated","C","1","false","false","Under Tree, In Shade, Just Outside Playground","true","B270","Brownsville Playground","B270",,"B-16","B","100,037,578","DRINKFTN","I","B270","C-Brownsville Playground","316","42","73","11,212","1,011,531.29417863","178,567.411287724"
"B270-DF0125","Activated","D","1","false","false","Near Ballfield","true","B270","Brownsville Playground","B270",,"B-16","B","100,037,502","DRINKFTN","I","B270","D-Brownsville Playground","316","42","73","11,212","1,011,306.89042797","178,470.306495055"
"B270-DF0127","Activated","D","1","false","false","Near Ballfield, Out in Open","true","B270","Brownsville Playground","B270",,"B-16","B","100,037,574","DRINKFTN","I","B270","D-Brownsville Playground","316","42","73","11,212","1,011,358.49334314","178,543.411991894"
"B270-DF1092","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,071","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1093","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,082","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1094","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,048","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1095","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,057","DRINKFTN","I","B270-BLG1185","Indoor Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1096","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,042,336","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1097","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,083","DRINKFTN","I","B270-BLG1185","Indoor Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1098","Activated","Bathroom Sink","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,061","DRINKFTN","I","B270-BLG1185","Bathroom Sink-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B270-DF1099","Activated","Indoor Drinking Fountain","1",,"false","Indoor","false","B270","Brownsville Playground","B270",,"B-16","B","100,043,046","DRINKFTN","I","B270-BLG1185","Indoor Drinking Fountain-Brownsville Playground-Recreation Center","316","42","73","11,212","1,011,223.84400613","178,371.213189303"
"B271-DF0277","Activated","CS Concrete","1","true","false","Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100,037,732","DRINKFTN","I","B271","CS Concrete-Railroad Playground","317","42","67","11,236","1,008,114.58250813","175,824.509621307"
"B271-DF0278","Activated","B","1","true","false","Under Tree, In Shade, Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100,037,758","DRINKFTN","I","B271","B-Railroad Playground","317","42","67","11,236","1,008,166.97840072","175,709.522646561"
"B271-DF0279","Activated","C","1","true","true","Out in Open, In Playground","true","B271","Railroad Playground","B271",,"B-17","B","100,037,782","DRINKFTN","I","B271","C-Railroad Playground","317","42","67","11,236","1,008,070.78502355","175,792.624514475"
"B271-DF0642","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B271","Railroad Playground","B271",,"B-17","B","100,038,897","DRINKFTN","I","B271","A-Railroad Playground","317","42","67","11,236","1,007,899.37263672","176,092.941499143"
"B271-DF0643","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B271","Railroad Playground","B271",,"B-17","B","100,038,919","DRINKFTN","I","B271","A-Railroad Playground","317","42","67","11,236","1,008,045.54622888","175,931.956912979"
"B272-DF0285","Broken","C","1","false","false","Out in Open, In Playground","true","B272","Marlboro Playground","B272",,"B-13","B","100,037,771","DRINKFTN","I","B272","C-Marlboro Playground","313","47","60","11,223","989,495.895336136","154,690.381942138"
"B274-DF0635","Activated","C","1","false","true","Under Tree, Out in Open, In Playground","true","B274","Bayview Playground","B274",,"B-18","B","100,038,814","DRINKFTN","I","B274","C-Bayview Playground","318","46","69","11,236","1,015,498.13073313","170,562.800000399"
"B274-DF0658","Activated","A","1","false","false","Under Tree, Out in Open, In Playground","true","B274","Bayview Playground","B274",,"B-18","B","100,039,022","DRINKFTN","I","B274","A-Bayview Playground","318","46","69","11,236","1,015,559.71066246","170,481.552459478"
"B275-DF0747","Activated","C","1","false","false","In Playground, Under Tree, In Shade","true","B275","Grady Playground","B275",,"B-13","B","100,039,252","DRINKFTN","I","B275","C-Grady Playground","313","48","60","11,235","994,079.868779718","151,456.436966478"
"B277-DF0787","Activated","CS Concrete","1","false","false","In Shade","true","B277","Benson Playground","B277",,"B-11","B","100,039,453","DRINKFTN","I","B277","CS Concrete-Benson Playground","311","43","62","11,214","983,684.296066969","158,721.766267806"
"B277-DF0788","Activated","F High Low","2","false","true","Just Outside Playground","true","B277","Benson Playground","B277",,"B-11","B","100,039,483","DRINKFTN","I","B277","F High Low-Benson Playground","311","43","62","11,214","983,593.319214806","158,787.110297232"
"B282-DF0758","Activated","F High Low","2","false","false","In Playground","true","B282","Patrick O'Rourke Playground","B282",,"B-10","B","100,039,193","DRINKFTN","I","B282","F High Low-Patrick O'Rourke Playground","310","43","68","11,228","980,264.152644798","164,847.567664474"
"B283-DF0059","Activated","C","1","false","true","In Playground","true","B283","Belmont Playground","B283",,"B-05","B","100,037,466","DRINKFTN","I","B283","C-Belmont Playground","305","37","75","11,208","1,022,247.72714205","185,452.74298948"
"B284-DF0314","Activated","A","1","true","false","Near Ballfield, Out in Open","true","B284","Marc And Jason's Playground","B284",,"B-09","B","100,037,773","DRINKFTN","I","B284","A-Marc And Jason's Playground","309","40","71","11,225","998,430.306929215","180,983.813279062"
"B285-DF0280","Activated","E High Low","2","false","false","Out in Open, In Playground","true","B285","Harry Maze Playground","B285",,"B-17","B","100,037,756","DRINKFTN","I","B285","E High Low-Harry Maze Playground","317","45","67","11,203","1,005,573.9602928","173,526.109034389"
"B285-DF0281","Activated","C","1","true","false","Out in Open, In Playground","true","B285","Harry Maze Playground","B285",,"B-17","B","100,037,778","DRINKFTN","I","B285","C-Harry Maze Playground","317","45","67","11,203","1,005,559.06596563","173,650.789887398"
"B285-DF0282","Activated","E High Low","2","false","false","Out in Open, Near Ballfield","true","B285","Harry Maze Playground","B285",,"B-17","B","100,037,703","DRINKFTN","I","B285","E High Low-Harry Maze Playground","317","45","67","11,203","1,005,546.28121429","173,724.977731138"
"B285-DF0283","Activated","E","1","false","false","Out in Open, Near Ballfield","true","B285","Harry Maze Playground","B285",,"B-17","B","100,037,752","DRINKFTN","I","B285","E-Harry Maze Playground","317","45","67","11,203","1,005,576.84447339","173,950.099328145"
"B286-DF0398","Activated","A","1","true","false","Just Outside Playground","true","B286","Bartlett Playground","B286",,"B-01","B","100,037,939","DRINKFTN","I","B286","A-Bartlett Playground","301","33","90","11,206","999,113.403332054","194,620.522882223"
"B286-DF0399","Activated","A","1","true","false","Under Tree, Just Outside Playground","true","B286","Bartlett Playground","B286",,"B-01","B","100,037,988","DRINKFTN","I","B286","A-Bartlett Playground","301","33","90","11,206","999,236.375527054","194,614.544547721"
"B287-DF0384","Activated","D","1","false","true","Out in Open, In Playground","true","B287","Andries Playground","B287",,"B-14","B","100,037,874","DRINKFTN","I","B287","D-Andries Playground","314","45","70","11,210","999,130.732037559","166,271.761994555"
"B287-DF0387","Activated","D","1","true","true","Under Tree, In Playground","true","B287","Andries Playground","B287",,"B-14","B","100,037,802","DRINKFTN","I","B287","D-Andries Playground","314","45","70","11,210","999,085.56480506","166,344.30876547"
"B288-DF0532","Broken","D","1","false","false","In Playground","true","B288","Slope Park Playground","B288",,"B-07","B","100,038,244","DRINKFTN","I","B288","D-Slope Park Playground","307","38","72","11,215","987,217.28965713","180,225.379100397"
"B288-DF0533","Broken","A","1","true","true","In Playground","true","B288","Slope Park Playground","B288",,"B-07","B","100,038,251","DRINKFTN","I","B288","A-Slope Park Playground-Comfort Station","307","38","72","11,215","987,213.772603809","180,212.41291897"
"B288-DF0534","Broken","D","1","false","true","In Playground","true","B288","Slope Park Playground","B288",,"B-07","B","100,038,292","DRINKFTN","I","B288","D-Slope Park Playground","307","38","72","11,215","987,089.76563397","180,161.344451561"
"B291-DF0633","Activated","C","1","false","false","Under Tree, Out in Open, In Playground","true","B291","Power Playground","B291",,"B-18","B","100,038,759","DRINKFTN","I","B291","C-Power Playground","318","46","63","11,234","1,004,479.48052638","164,504.124125644"
"B292-DF0216","Activated","A","1","true","false","In Playground, Under Tree","true","B292","Pratt Playground","B292",,"B-02","B","100,037,595","DRINKFTN","I","B292","A-Pratt Playground","302","35","88","11,205","994,713.749401718","191,605.296957314"
"B292-DF0218","Activated","C","1","false","false","Under Tree, In Playground, Out in Open","true","B292","Pratt Playground","B292",,"B-02","B","100,037,683","DRINKFTN","I","B292","C-Pratt Playground","302","35","88","11,205","994,599.523908391","191,571.114939063"
"B293-DF0220","Activated","C","1","false","false","Under Tree, Out in Open, In Playground","true","B293","Classon Playground","B293",,"B-02","B","100,037,678","DRINKFTN","I","B293","C-Classon Playground","302","35","88","11,205","995,167.218967214","190,362.011386141"
"B294-DF0131","Activated","A","1","true","false","In Playground","true","B294","Jackie Robinson Park Playground","B294",,"B-03","B","100,037,503","DRINKFTN","I","B294","A-Jackie Robinson Park Playground","303","36","81","11,233","1,004,412.3090728","187,094.041872233"
"B294-DF0132","Activated","A","1","true","false","In Playground, Under Tree","true","B294","Jackie Robinson Park Playground","B294",,"B-03","B","100,037,526","DRINKFTN","I","B294","A-Jackie Robinson Park Playground","303","36","81","11,233","1,004,393.9724953","187,146.751084387"
"B294-DF0134","Activated","A","1","true","false","Under Tree, In Playground","true","B294","Jackie Robinson Park Playground","B294",,"B-03","B","100,037,497","DRINKFTN","I","B294","A-Jackie Robinson Park Playground","303","36","81","11,233","1,004,307.47135597","187,078.826679557"
"B294-DF0135","Activated","A","1","true","false","Under Tree, In Playground","true","B294","Jackie Robinson Park Playground","B294",,"B-03","B","100,037,520","DRINKFTN","I","B294","A-Jackie Robinson Park Playground","303","36","81","11,233","1,004,411.00100454","187,032.669619649"
"B294-DF0138","Activated","A","1","true","false","Under Tree, In Playground","true","B294","Jackie Robinson Park Playground","B294",,"B-03","B","100,037,537","DRINKFTN","I","B294","A-Jackie Robinson Park Playground","303","36","81","11,233","1,004,138.25975213","187,054.140049144"
"B295-DF0231","Activated","E","1","true","false","Under Tree, In Shade, Out in Open, In Playground","true","B295","Oxport Playground","B295",,"B-02","B","100,037,637","DRINKFTN","I","B295","E-Oxport Playground","302","35","88","11,205","990,780.349460139","193,472.334233731"
"B295-DF0232","Activated","C","1","true","false","Out in Open, Just Outside Playground","true","B295","Oxport Playground","B295",,"B-02","B","100,037,665","DRINKFTN","I","B295","C-Oxport Playground","302","35","88","11,205","990,858.851271644","193,330.629136562"
"B295-DF0233","Activated","C","1","false","false","Out in Open, Just Outside Playground","true","B295","Oxport Playground","B295",,"B-02","B","100,037,598","DRINKFTN","I","B295","C-Oxport Playground","302","35","88","11,205","990,868.285964056","193,436.864488393"
"B296-DF0360","Broken","C","1","false","false","In Playground","true","B296","Luna Playground","B296",,"B-13","B","100,037,821","DRINKFTN","I","B296","C-Luna Playground","313","48","60","11,224","990,105.443657726","149,151.583308473"
"B296-DF0361","Broken","A","1","true","false","Near Ballfield, Out in Open","true","B296","Luna Playground","B296",,"B-13","B","100,037,872","DRINKFTN","I","B296","A-Luna Playground","313","48","60","11,224","990,284.333719894","149,243.657927483"
"B296-DF0362","Broken","A","1","true","false","In Playground, Out in Open","true","B296","Luna Playground","B296",,"B-13","B","100,037,793","DRINKFTN","I","B296","A-Luna Playground","313","48","60","11,224","990,507.106240227","149,087.434486642"
"B297-DF0509","Activated","A","1","false","true","In Playground","true","B297","Albemarle Playground","B297",,"B-12","B","100,038,155","DRINKFTN","I","B297","A-Albemarle Playground","312","39","66","11,218","989,679.381517723","174,601.725321471"
"B297-DF0510","Activated","D","1","false","false","In Playground, Out in Open","true","B297","Albemarle Playground","B297",,"B-12","B","100,038,178","DRINKFTN","I","B297","D-Albemarle Playground","312","39","66","11,218","989,715.476261809","174,572.844473719"
"B297-DF1020","Activated","Other","1",,"false",,"true","B297","Albemarle Playground","B297",,"B-12","B","100,043,039","DRINKFTN","I","B297","Other-Albemarle Playground","312","39","66","11,218","989,652.633539721","174,545.243807137"
"B298-DF0437","Activated","F","1","true","false","Under Tree, In Playground","true","B298","Stockton Playground","B298",,"B-03","B","100,038,081","DRINKFTN","I","B298","F-Stockton Playground","303","36","79","11,206","998,443.435839965","193,297.937272816"
,"Activated","Bottle Filler",,,,,"true",,,,,"Q-12","Q",,"DRINKFTN",,,,,,,,"1,043,058.63237056","183,103.71487914"
"B298-DF0859","Activated","CS Metal","1",,"false","Just Outside Playground","true","B298","Stockton Playground","B298",,"B-03","B","100,040,014","DRINKFTN","I","B298","CS Metal-Stockton Playground","303","36","79","11,206","998,490.023017138","193,261.815625891"
"B298-DF1024","Activated","Bottle Filler High Low","3",,"false",,"true","B298","Stockton Playground","B298",,"B-03","B","100,043,080","DRINKFTN","I","B298","Bottle Filler High Low-Stockton Playground","303","36","79","11,206","998,424.691126808","193,395.247773721"
